YEAR;MO;DY;HR;ALLSKY_SFC_SW_DWN;T2M;RH2M;WS10M;WS50M;Wind_80m;Air_Density;Power_Output_kW;Solar_Output_kW;Total_Power_Output_kW;H2_Production_kg;System_Efficiency
2024;1;1;0;0;17,95;89,63;3,92;4,48;4,784701089;1,212585881;74,29846012;0;74,29846012;1,353872575;71,80%
2024;1;1;1;0;17,76;90,84;3,64;4,11;4,389536043;1,213377849;51,07635065;0;51,07635065;0,930471103;71,78%
2024;1;1;2;0;17,53;92,05;3,36;3,77;4,026411407;1,214337932;32,45195304;0;32,45195304;0,59099619;71,75%
2024;1;1;3;0;17,23;93,55;3,1;3,44;3,673966907;1,215592499;17,28482327;0;17,28482327;0,314649589;71,72%
2024;1;1;4;0;17,03;94,06;2,82;3,12;3,332202544;1,216430319;5,98564202;0;5,98564202;0,108931089;71,70%
2024;1;1;5;0;16,93;93,66;2,65;2,92;3,118599817;1,216849662;1,277267981;0;1,277267981;0,023241415;71,69%
2024;1;1;6;0;16,81;93,3;2,68;2,95;3,150640226;1,217353256;1,829140775;0;1,829140775;0,033277827;71,68%
2024;1;1;7;0;16,84;89,46;2,72;2,99;3,193360771;1,217227318;2,659765311;0;2,659765311;0,048391527;71,68%
2024;1;1;8;106,53;17,06;83,35;2,75;3,04;3,246761453;1,216304573;3,831575524;389,36715;393,1987255;7,156017211;71,71%
2024;1;1;9;270,3;17,6;76,73;2,67;2,8;2,99043818;1,214045572;0;987,9465;987,9465;17,99366519;71,76%
2024;1;1;10;426,05;18,22;70,58;2,28;2,37;2,531192317;1,21146223;0;1557,21275;1557,21275;28,38632846;71,82%
2024;1;1;11;541,45;19;64,32;1,87;1,96;2,093306726;1,208227794;0;1978,99975;1978,99975;36,11423402;71,90%
2024;1;1;12;645,22;19,88;55,67;1,18;1,25;1,335017045;1,204599358;0;2358,2791;2358,2791;43,08827306;71,99%
2024;1;1;13;640,78;20,36;53,24;0,83;0,85;0,90781159;1,202629382;0;2342,0509;2342,0509;42,82029915;72,04%
2024;1;1;14;576,35;20,38;55,23;1,53;1,62;1,73018209;1,20254744;0;2106,55925;2106,55925;38,51581605;72,04%
2024;1;1;15;443,88;20,2;57,13;2,43;2,58;2,75547518;1,203285325;0;1622,3814;1622,3814;29,65581432;72,02%
2024;1;1;16;262,8;19,89;62,5;3,34;3,58;3,823488816;1,204558251;23,13307884;960,534;983,6670788;17,97289577;71,99%
2024;1;1;17;69,22;19,44;70,09;3,72;4,28;4,571098361;1,206410848;61,05473773;252,9991;314,0538377;5,734591193;71,94%
2024;1;1;18;0;19,01;75,77;3,74;4,42;4,72062027;1,208186439;70,07781981;0;70,07781981;1,278849067;71,90%
2024;1;1;19;0;18,87;78,05;3,59;4,19;4,474977134;1,208765667;55,64666231;0;55,64666231;1,015297364;71,89%
2024;1;1;20;0;18,74;79,86;3,57;4,13;4,410896316;1,209304019;52,08314707;0;52,08314707;0,950107643;71,87%
2024;1;1;21;0;18,52;82,36;3,68;4,24;4,528377816;1,210216169;58,76626807;0;58,76626807;1,071693882;71,85%
2024;1;1;22;0;18,21;85,39;3,96;4,55;4,859462043;1,21150381;78,94503714;0;78,94503714;1,439063836;71,82%
2024;1;1;23;0;17,93;88;4,28;4,93;5,265307225;1,212669197;106,2556627;0;106,2556627;1,936145379;71,79%
2024;1;2;0;0;17,7;89,59;4,51;5,22;5,575031179;1,213628159;128,8779013;0;128,8779013;2,347605832;71,77%
2024;1;2;1;0;17,5;90,47;4,62;5,34;5,703192815;1,214463272;138,7135846;0;138,7135846;2,526065913;71,75%
2024;1;2;2;0;17,32;91,25;4,54;5,23;5,585711315;1,215215857;129,8501796;0;129,8501796;2,364064235;71,73%
2024;1;2;3;0;17,12;91,58;4,25;4,84;5,169185997;1,216053157;99,84281589;0;99,84281589;1,817240612;71,71%
2024;1;2;4;0;16,91;90,6;3,98;4,5;4,806061361;1,216933565;75,90750119;0;75,90750119;1,381189002;71,69%
2024;1;2;5;0;16,71;88,11;4;4,5;4,806061361;1,217773235;75,95987647;0;75,95987647;1,381756423;71,67%
2024;1;2;6;0;16,56;84,11;4,11;4,61;4,923542861;1,218403749;83,533966;0;83,533966;1,519215702;71,66%
2024;1;2;7;0;16,36;79,31;4,08;4,57;4,880822316;1,219245449;80,82242365;0;80,82242365;1,469491152;71,64%
2024;1;2;8;113,72;16,67;72,24;3,8;4,29;4,581778498;1,217941308;62,2678592;415,6466;477,9144592;8,693069936;71,67%
2024;1;2;9;302,1;17,48;63,7;3,43;3,6;3,844849089;1,214546847;24,23829427;1104,1755;1128,413794;20,54858703;71,75%
2024;1;2;10;479;18,26;56,79;2,76;2,86;3,054518998;1,21129594;0,396269949;1750,745;1751,14127;31,92321646;71,83%
2024;1;2;11;607,28;19,1;51,59;2,23;2,35;2,509832044;1,207814371;0;2219,6084;2219,6084;40,51067006;71,91%
2024;1;2;12;670,5;19,86;48,55;1,96;2,06;2,20010809;1,204681581;0;2450,6775;2450,6775;44,77524632;71,99%
2024;1;2;13;664,3;20,38;48,67;1,76;1,82;1,943784817;1,20254744;0;2428,0165;2428,0165;44,39326209;72,04%
2024;1;2;14;589,58;20,57;52,23;2,02;2,15;2,296229317;1,201769542;0;2154,9149;2154,9149;39,4103307;72,06%
2024;1;2;15;450,42;20,49;55,24;2,68;2,87;3,065199135;1,202096955;0,514305679;1646,2851;1646,799406;30,11427675;72,05%
2024;1;2;16;265,95;20,18;60,01;3,43;3,68;3,93029018;1,203367368;27,74884801;972,04725;999,796098;18,27495314;72,02%
2024;1;2;17;71,5;19,62;68,02;4;4,62;4,934222998;1,205669126;83,35027302;261,3325;344,682773;6,295447135;71,96%
2024;1;2;18;0;18,98;76,57;4,46;5,32;5,681832543;1,208310512;136,3782494;0;136,3782494;2,488660755;71,90%
2024;1;2;19;0;18,85;80,05;4,74;5,64;6,023596906;1,208848459;163,3340656;0;163,3340656;2,980017591;71,89%
2024;1;2;20;0;18,72;83,04;4,88;5,78;6,173118815;1,209386885;175,676564;0;175,676564;3,204625891;71,87%
2024;1;2;21;0;18,59;86,15;4,79;5,63;6,01291677;1,20992579;162,6142157;0;162,6142157;2,965810895;71,86%
2024;1;2;22;0;18,45;88,98;4,58;5,36;5,724553088;1,210506687;139,9036927;0;139,9036927;2,551111879;71,85%
2024;1;2;23;0;18,27;91,39;4,41;5,11;5,457549679;1,211254375;119,9244928;0;119,9244928;2,186247854;71,83%
2024;1;3;0;0;18,01;93,91;4,22;4,85;5,179866134;1,212336001;100,2736471;0;100,2736471;1,827347243;71,80%
2024;1;3;1;0;17,74;96,08;3,99;4,55;4,859462043;1,213461274;79,07259109;0;79,07259109;1,440445724;71,77%
2024;1;3;2;0;17,53;96,94;3,62;4,1;4,378855907;1,214337932;50,52856446;0;50,52856446;0,920196976;71,75%
2024;1;3;3;0;17,36;96,33;3,19;3,56;3,802128544;1,215048535;22,43255057;0;22,43255057;0,40843184;71,74%
2024;1;3;4;0;17,11;95,45;2,88;3,2;3,417643635;1,216095053;8,435200201;0;8,435200201;0,153527066;71,71%
2024;1;3;5;0;16,83;92,78;2,85;3,15;3,364242953;1,217269294;6,876896326;0;6,876896326;0,125115878;71,68%
2024;1;3;6;0;16,55;87,94;3,14;3,49;3,727367589;1,218445806;19,42478445;0;19,42478445;0,353269779;71,66%
2024;1;3;7;0;16,29;81,73;3,56;3,99;4,261374407;1,219540319;44,39982501;0;44,39982501;0,807186565;71,63%
2024;1;3;8;107,5;16,53;73,09;3,8;4,34;4,63517918;1,21852993;65,47918974;392,9125;458,3916897;8,336329885;71,65%
2024;1;3;9;292,92;17,24;63,03;3,66;3,85;4,111852498;1,215550639;36,62375693;1070,6226;1107,246357;20,15638013;71,72%
2024;1;3;10;467,33;18,05;54,08;2,8;2,89;3,086559408;1,212169471;0,793329909;1708,09115;1708,88448;31,14376906;71,81%
2024;1;3;11;596,05;19,16;45,65;1,75;1,82;1,943784817;1,207566453;0;2178,56275;2178,56275;39,76485247;71,92%
2024;1;3;12;662,9;20,57;43,34;1,38;1,69;1,804943045;1,201769542;0;2422,8995;2422,8995;44,31138814;72,06%
2024;1;3;13;658,62;21,6;46,32;1,22;1,73;1,84766359;1,197569975;0;2407,2561;2407,2561;44,08822339;72,16%
2024;1;3;14;584,85;22,58;40,64;1,57;2,09;2,232148499;1,193601427;0;2137,62675;2137,62675;39,20320652;72,26%
2024;1;3;15;445,1;22,81;40,3;1,81;2,28;2,43507109;1,192673841;0;1626,8405;1626,8405;29,84509091;72,28%
2024;1;3;16;260,88;22,37;43,98;2,03;2,57;2,744795044;1,194449614;0;953,5164;953,5164;17,48202137;72,24%
2024;1;3;17;70,68;21,21;50,63;2,32;3,47;3,706007316;1,199156645;18,28137232;258,3354;276,6167723;5,063420872;72,12%
2024;1;3;18;0;20,39;52,73;2,85;3,96;4,229333998;1,202506473;42,12222797;0;42,12222797;0,770163244;72,04%
2024;1;3;19;0;20,11;55,54;3,11;3,99;4,261374407;1,203654607;43,82147361;0;43,82147361;0,800920847;72,01%
2024;1;3;20;0;19,89;59,74;3,16;3,89;4,154573043;1,204558251;38,40422453;0;38,40422453;0,701695868;71,99%
2024;1;3;21;0;19,66;64,64;3,19;3,78;4,037091543;1,205504423;32,72001698;0;32,72001698;0,597646889;71,97%
2024;1;3;22;0;19,31;70,92;3,41;3,95;4,218653862;1,206947104;41,72802821;0;41,72802821;0,761811877;71,93%
2024;1;3;23;0;18,9;77,13;3,75;4,32;4,613818907;1,2086415;63,67937227;0;63,67937227;1,16190611;71,89%
2024;1;4;0;0;18,45;82,52;3,95;4,54;4,848781907;1,210506687;78,20144701;0;78,20144701;1,425985523;71,85%
2024;1;4;1;0;18,08;85,07;3,95;4,51;4,816741498;1,212044604;76,27415057;0;76,27415057;1,390125433;71,81%
2024;1;4;2;0;17,89;83,54;3,78;4,29;4,581778498;1,212835864;62,00684082;0;62,00684082;1,129799263;71,79%
2024;1;4;3;0;17,86;79,47;3,23;3,62;3,866209362;1,212960895;25,13044519;0;25,13044519;0,457871609;71,79%
2024;1;4;4;0;17,94;74,47;2,32;2,56;2,734114908;1,212627538;0;0;0;0;71,79%
2024;1;4;5;0;17,95;71,34;1,47;1,6;1,708821817;1,212585881;0;0;0;0;71,80%
2024;1;4;6;0;17,81;71,2;1,1;1,17;1,249575954;1,213169336;0;0;0;0;71,78%
2024;1;4;7;0;17,61;72,38;0,93;1;1,068013636;1,214003818;0;0;0;0;71,76%
2024;1;4;8;104,9;17,68;72,67;0,98;1,06;1,132094454;1,213711618;0;383,4095;383,4095;6,983891623;71,77%
2024;1;4;9;289,67;18,43;71,83;2,04;2,26;2,413710817;1,210589718;0;1058,74385;1058,74385;19,30541483;71,84%
2024;1;4;10;465,65;19,59;71,38;2,7;2,98;3,182680635;1,205792683;2,419527068;1701,95075;1704,370277;31,12811695;71,96%
2024;1;4;11;593,15;20,41;69,47;2,56;2,81;3,001118317;1,202424547;0,001155644;2167,96325;2167,964406;39,64018369;72,04%
2024;1;4;12;674,55;20,89;69,19;2,15;2,5;2,67003409;1,200461672;0;2465,48025;2465,48025;45,11015374;72,09%
2024;1;4;13;669,9;21,13;71,01;1,94;2,34;2,499151908;1,199482636;0;2448,4845;2448,4845;44,81410222;72,11%
2024;1;4;14;596,33;21,23;71,62;3;3,75;4,005051134;1,199075175;31,04900746;2179,58615;2210,635157;40,46640595;72,12%
2024;1;4;15;459,12;21,06;73,41;4,64;5,54;5,916795543;1,199768023;153,5943841;1678,0836;1831,677984;33,52156668;72,11%
2024;1;4;16;274,88;20,63;78,84;5,56;6,36;6,792566724;1,2015241;228,0611996;1004,6864;1232,7476;22,54707875;72,06%
2024;1;4;17;78,22;20,17;83,66;5,25;6,18;6,600324269;1,203408394;211,2732612;285,8941;497,1673612;9,087437019;72,02%
2024;1;4;18;0;19,54;87,8;4,5;5,54;5,916795543;1,205998668;154,3920317;0;154,3920317;2,819574682;71,95%
2024;1;4;19;0;19,29;89,28;4,22;5,07;5,414829134;1,207029647;116,4036559;0;116,4036559;2,125075778;71,93%
2024;1;4;20;0;19,1;90,74;4,22;5;5,340068179;1,207814371;111,112273;0;111,112273;2,027939989;71,91%
2024;1;4;21;0;19,01;91,87;4,39;5,19;5,54299077;1,208186439;125,9128939;0;125,9128939;2,297782482;71,90%
2024;1;4;22;0;19;92,61;4,41;5,22;5,575031179;1,208227794;128,3044244;0;128,3044244;2,341392923;71,90%
2024;1;4;23;0;18,98;93,17;4,25;5;5,340068179;1,208310512;111,1579153;0;111,1579153;2,028434466;71,90%
2024;1;5;0;0;18,92;93,96;4,21;4,95;5,286667497;1,208558736;107,3968054;0;107,3968054;1,959637343;71,89%
2024;1;5;1;0;18,86;94,75;4,28;5,03;5,372108588;1,208807061;113,4953086;0;113,4953086;2,070742069;71,89%
2024;1;5;2;0;18,78;95,66;4,19;4,9;5,233266816;1,209138321;103,7065;0;103,7065;1,891932945;71,88%
2024;1;5;3;0;18,68;96,44;3,92;4,53;4,83810177;1,209552651;77,46368991;0;77,46368991;1,41298489;71,87%
2024;1;5;4;0;18,66;96,46;3,62;4,15;4,432256589;1,209635551;53,28498625;0;53,28498625;0,971923559;71,87%
2024;1;5;5;0;18,7;95,91;3,4;3,88;4,143892907;1,209469762;38,02700646;0;38,02700646;0,693655064;71,87%
2024;1;5;6;0;18,75;95,35;3,22;3,66;3,908929907;1,20926259;26,92993349;0;26,92993349;0,491266236;71,88%
2024;1;5;7;0;18,83;94,09;2,97;3,36;3,588525816;1,208931262;14,02713442;0;14,02713442;0,255916879;71,88%
2024;1;5;8;91,62;19,04;92,25;2,61;2,95;3,150640226;1,208062391;1,815180735;334,8711;336,6862807;6,14443917;71,90%
2024;1;5;9;227,82;19,64;88,42;2,57;2,82;3,011798453;1,205586769;0,03970591;832,6821;832,7218059;15,20964265;71,96%
2024;1;5;10;353,6;20,22;84,65;2,9;3,25;3,471044316;1,203203293;9,996563676;1292,408;1302,404564;23,80755875;72,02%
2024;1;5;11;454,12;20,69;82,14;3,3;3,95;4,218653862;1,201278757;41,5320553;1659,8086;1701,340655;31,12028418;72,07%
2024;1;5;12;491,9;20,99;80,74;3,74;4,67;4,987623679;1,200053546;86,42132895;1797,8945;1884,315829;34,48154491;72,10%
2024;1;5;13;538,67;21,15;79,79;4,16;5,28;5,639111997;1,199401121;132,1509394;1968,83885;2100,989789;38,45504535;72,12%
2024;1;5;14;498,8;21,18;79,39;4,63;5,86;6,258559906;1,199278871;181,2916574;1823,114;2004,405657;36,68876325;72,12%
2024;1;5;15;391,45;21,02;79,63;5,21;6,42;6,856647542;1,199931162;233,5556248;1430,74975;1664,305375;30,45678836;72,10%
2024;1;5;16;250,65;20,71;80,71;5,87;6,93;7,401334496;1,201196999;285,0426683;916,12575;1201,168418;21,97193124;72,07%
2024;1;5;17;79,9;20,2;83,24;6,37;7,35;7,849900223;1,203285325;330,2835158;292,0345;622,3180158;11,37546789;72,02%
2024;1;5;18;0;19,58;87,33;6,45;7,62;8,138263905;1,205833874;360,9367987;0;360,9367987;6,591951817;71,96%
2024;1;5;19;0;19,28;89,55;6,46;7,69;8,21302486;1,207070923;369,2211368;0;369,2211368;6,740441099;71,93%
2024;1;5;20;0;19,14;89,94;6,39;7,58;8,09554336;1,207649081;356,9813934;0;356,9813934;6,51572587;71,91%
2024;1;5;21;0;19,05;88,99;6,26;7,46;7,967381723;1,208021047;343,7042295;0;343,7042295;6,272602189;71,91%
2024;1;5;22;0;18,95;88,16;6,03;7,23;7,721738587;1,208434611;318,6362171;0;318,6362171;5,81430224;71,90%
2024;1;5;23;0;18,79;87,34;5,81;6,98;7,454735178;1,209096903;292,1547953;0;292,1547953;5,32989709;71,88%
2024;1;6;0;0;18,67;86,18;5,61;6,73;7,187731769;1,209594099;266,3955815;0;266,3955815;4,859150066;71,87%
2024;1;6;1;0;18,58;85,14;5,36;6,41;6,845967406;1,209967264;234,5314521;0;234,5314521;4,27740129;71,86%
2024;1;6;2;0;18,48;84,46;5,06;6,01;6,418761951;1,210382162;196,6277821;0;196,6277821;3,585612408;71,85%
2024;1;6;3;0;18,39;84,08;4,8;5,67;6,055637315;1,210755814;166,1989759;0;166,1989759;3,030347267;71,84%
2024;1;6;4;0;18,16;84,82;4,57;5,33;5,692512679;1,21171175;137,5799122;0;137,5799122;2,507725627;71,82%
2024;1;6;5;0;18,03;85,29;4,29;4,95;5,286667497;1,21225273;107,7250668;0;107,7250668;1,963193647;71,80%
2024;1;6;6;0;17,98;85,44;4,02;4,61;4,923542861;1,212460928;83,12652523;0;83,12652523;1,514801588;71,80%
2024;1;6;7;0;17,96;85,52;3,74;4,26;4,549738089;1,212544227;60,11794431;0;60,11794431;1,095489322;71,80%
2024;1;6;8;91,78;18,37;83,38;3,42;3,93;4,197293589;1,210838879;40,76678056;335,4559;376,2226806;6,859570737;71,84%
2024;1;6;9;252,8;18,94;80,28;3,64;3,93;4,197293589;1,208475983;40,68722609;923,984;964,6712261;17,60255663;71,89%
2024;1;6;10;411,08;19,31;77,54;3,55;3,8;4,058451816;1,206947104;33,77644583;1502,4974;1536,273846;28,04713553;71,93%
2024;1;6;11;533,12;19,6;75,28;3,61;3,87;4,133212771;1,205751494;37,38041098;1948,5536;1985,934011;36,27101813;71,96%
2024;1;6;12;619,45;19,76;73,56;3,87;4,13;4,410896316;1,205092861;51,90177802;2264,08975;2315,991528;42,30858026;71,98%
2024;1;6;13;639,08;19,81;72,08;4,03;4,29;4,581778498;1,204887186;61,60046065;2335,8374;2397,437861;43,79948595;71,98%
2024;1;6;14;568,5;19,81;70,58;4,23;4,51;4,816741498;1,204887186;75,82373317;2077,8675;2153,691233;39,34640829;71,98%
2024;1;6;15;425,23;19,68;70,01;4,57;4,9;5,233266816;1,205422088;103,3877626;1554,21565;1657,603413;30,27776711;71,97%
2024;1;6;16;264,52;19,43;70,39;4,74;5,11;5,457549679;1,206452081;119,4490248;966,8206;1086,269625;19,83489737;71,94%
2024;1;6;17;82,2;19,17;70,76;4,53;5,05;5,393468861;1,207525144;114,9097628;300,441;415,3507628;7,581416448;71,92%
2024;1;6;18;0;18,77;72,05;4,13;4,9;5,233266816;1,209179741;103,7100525;0;103,7100525;1,891971433;71,88%
2024;1;6;19;0;18,58;72,63;3,92;4,58;4,891502452;1,209967264;80,89153123;0;80,89153123;1,475305495;71,86%
2024;1;6;20;0;18,39;73,21;3,5;4,01;4,28273468;1,210755814;45,20441888;0;45,20441888;0,824223413;71,84%
2024;1;6;21;0;18,3;73,48;3,16;3,57;3,81280868;1,211129696;22,80826367;0;22,80826367;0,415816645;71,83%
2024;1;6;22;0;18,22;74,01;3,04;3,43;3,663286771;1,21146223;16,81825584;0;16,81825584;0,306578876;71,82%
2024;1;6;23;0;18,07;75,17;3,11;3,51;3,748727862;1,212086223;20,18080935;0;20,18080935;0,367797811;71,81%
2024;1;7;0;0;17,96;76,14;3,15;3,54;3,780768271;1,212544227;21,49809092;0;21,49809092;0,391745415;71,80%
2024;1;7;1;0;17,93;76,51;3,06;3,44;3,673966907;1,212669197;17,24325609;0;17,24325609;0,31419926;71,79%
2024;1;7;2;0;17,84;76,93;3,04;3,42;3,652606635;1,213044263;16,43512259;0;16,43512259;0,299436254;71,78%
2024;1;7;3;0;17,73;77,37;3,04;3,41;3,641926498;1,213502991;16,03939117;0;16,03939117;0,292181528;71,77%
2024;1;7;4;0;17,65;77,6;3,02;3,4;3,631246362;1,213836829;15,64507738;0;15,64507738;0,284966746;71,77%
2024;1;7;5;0;17,58;78,04;3,18;3,59;3,834168953;1,214129089;23,77195884;0;23,77195884;0,432951325;71,76%
2024;1;7;6;0;17,55;78,22;3,31;3,74;3,994370998;1,214254386;30,94221699;0;30,94221699;0,563517457;71,76%
2024;1;7;7;0;17,57;77,92;3,22;3,63;3,876889498;1,214170852;25,62218596;0;25,62218596;0,466642436;71,76%
2024;1;7;8;121,68;17,85;76,1;2,82;3,18;3,396283362;1,213002577;7,776596305;444,7404;452,5169963;8,244652939;71,79%
2024;1;7;9;317,55;18,46;73,24;2,69;2,9;3,097239544;1,210465176;0,943269392;1160,64525;1161,588519;21,18159613;71,85%
2024;1;7;10;496,6;18,87;71,25;2,65;2,81;3,001118317;1,208765667;0,001161739;1815,073;1815,074162;33,11681123;71,89%
2024;1;7;11;626,47;19,35;68,35;2,32;2,47;2,637993681;1,206782051;0;2289,74785;2289,74785;41,80533289;71,94%
2024;1;7;12;687,4;19,82;66,42;2,45;2,6;2,776835453;1,204846059;0;2512,447;2512,447;45,90125887;71,98%
2024;1;7;13;684,53;20,14;66,25;2,9;3,1;3,310842271;1,203531488;5,36026968;2501,95715;2507,31742;45,82790778;72,01%
2024;1;7;14;616,7;20,31;66,49;3,31;3,57;3,81280868;1,202834287;22,65204269;2254,0385;2276,690543;41,62241027;72,03%
2024;1;7;15;477,12;20,3;67,28;3,74;4,04;4,314775089;1,202875277;46,60332163;1743,8736;1790,476922;32,73300829;72,03%
2024;1;7;16;292,3;20,06;69,25;4,2;4,53;4,83810177;1,203859862;77,09910517;1068,3565;1145,455605;20,933928;72,01%
2024;1;7;17;92,57;19,61;72,64;4,42;4,98;5,318707906;1,205710309;109,4034736;338,34335;447,7468236;8,177743445;71,96%
2024;1;7;18;0;18,94;77,17;4,54;5,39;5,756593497;1,208475983;142,1399596;0;142,1399596;2,593657426;71,89%
2024;1;7;19;0;18,71;79,15;4,65;5,49;5,863394861;1,209428322;150,5986466;0;150,5986466;2,747125719;71,87%
2024;1;7;20;0;18,52;80,74;4,69;5,49;5,863394861;1,210216169;150,6967498;0;150,6967498;2,748188544;71,85%
2024;1;7;21;0;18,36;81,8;4,68;5,47;5,842034588;1,210880416;149,0954419;0;149,0954419;2,718380753;71,84%
2024;1;7;22;0;18,16;82,98;4,68;5,45;5,820674315;1,21171175;147,5189485;0;147,5189485;2,68888853;71,82%
2024;1;7;23;0;17,97;84,2;4,62;5,34;5,703192815;1,212502576;138,4896379;0;138,4896379;2,523639728;71,80%
2024;1;8;0;0;17,79;85,21;4,44;5,11;5,457549679;1,213252733;120,1223472;0;120,1223472;2,18839136;71,78%
2024;1;8;1;0;17,64;86,32;4,24;4,84;5,169185997;1,213878572;99,66427376;0;99,66427376;1,815306331;71,76%
2024;1;8;2;0;17,47;87,88;4;4,54;4,848781907;1,214588638;78,46515019;0;78,46515019;1,428842419;71,75%
2024;1;8;3;0;17,35;89,08;3,8;4,3;4,592458634;1,215090361;62,75233472;0;62,75233472;1,142522521;71,74%
2024;1;8;4;0;17,28;89,92;3,69;4,15;4,432256589;1,215383225;53,53817387;0;53,53817387;0,974666532;71,73%
2024;1;8;5;0;17,22;90,66;3,65;4,11;4,389536043;1,215634363;51,17133715;0;51,17133715;0,931500163;71,72%
2024;1;8;6;0;17,19;91,2;3,68;4,14;4,421576452;1,215759971;52,95686221;0;52,95686221;0,963962741;71,72%
2024;1;8;7;0;17,16;91,83;3,64;4,1;4,378855907;1,215885605;50,59296309;0;50,59296309;0,920894655;71,72%
2024;1;8;8;119,05;17,51;89,95;3,32;3,77;4,026411407;1,214421489;32,45418603;435,12775;467,581936;8,515094287;71,75%
2024;1;8;9;312,48;18,26;85,39;3,03;3,27;3,492404589;1,21129594;10,75604158;1142,1144;1152,870442;21,01676963;71,83%
2024;1;8;10;489,05;18,81;81,47;2,73;2,88;3,075879271;1,209014077;0,649434202;1787,47775;1788,127184;32,62242897;71,88%
2024;1;8;11;622,33;19,38;77,15;2,42;2,55;2,723434771;1,206658291;0;2274,61615;2274,61615;41,53079609;71,94%
2024;1;8;12;680,83;19,92;73,15;2,14;2,27;2,424390953;1,204434947;0;2488,43365;2488,43365;45,46886176;71,99%
2024;1;8;13;679,95;20,24;71,32;2,08;2,23;2,381670408;1,203121272;0;2485,21725;2485,21725;45,43027594;72,02%
2024;1;8;14;590,5;20,39;71,5;2,14;2,39;2,55255259;1,202506473;0;2158,2775;2158,2775;39,46196772;72,04%
2024;1;8;15;454,88;20,38;72,06;2,33;2,69;2,87295668;1,20254744;0;1662,5864;1662,5864;30,39832464;72,04%
2024;1;8;16;273,23;20,22;72,21;3,04;3,43;3,663286771;1,203203293;16,70360025;998,65565;1015,35925;18,56045785;72,02%
2024;1;8;17;82,53;19,78;75,11;3,73;4,3;4,592458634;1,205010583;62,23177291;301,64715;363,8789229;6,647532262;71,98%
2024;1;8;18;0;19,06;80,92;4,15;4,91;5,243946952;1,207979706;104,3512342;0;104,3512342;1,904436509;71,91%
2024;1;8;19;0;18,79;83,59;4,46;5,27;5,628431861;1,209096903;132,4113661;0;132,4113661;2,41563365;71,88%
2024;1;8;20;0;18,57;84,7;4,53;5,3;5,66047227;1,210008741;134,9415473;0;134,9415473;2,46103928;71,86%
2024;1;8;21;0;18,43;85,31;4,51;5,27;5,628431861;1,210589718;132,5748481;0;132,5748481;2,417404775;71,84%
2024;1;8;22;0;18,35;85,75;4,45;5,17;5,521630497;1,210921955;124,611292;0;124,611292;2,271942172;71,84%
2024;1;8;23;0;18,28;86,12;4,28;4,95;5,286667497;1,211212813;107,632656;0;107,632656;1,962192491;71,83%
2024;1;9;0;0;18,21;86,64;3,95;4,53;4,83810177;1,21150381;77,5886485;0;77,5886485;1,414338661;71,82%
2024;1;9;1;0;18,13;87,4;3,65;4,13;4,410896316;1,211836549;52,19221985;0;52,19221985;0,951289311;71,81%
2024;1;9;2;0;17,98;88,69;3,6;4,08;4,357495634;1,212460928;49,28269936;0;49,28269936;0,898070875;71,80%
2024;1;9;3;0;17,76;90,3;3,59;4,06;4,336135361;1,213377849;48,1604817;0;48,1604817;0,877351963;71,78%
2024;1;9;4;0;17,54;91,77;3,47;3,9;4,16525318;1,214296157;39,25311608;0;39,25311608;0,714864998;71,75%
2024;1;9;5;0;17,3;93,48;3,49;3,91;4,175933316;1,215299535;39,8268948;0;39,8268948;0,725071869;71,73%
2024;1;9;6;0;17,04;95,05;3,45;3,85;4,111852498;1,216388401;36,64899815;0;36,64899815;0,666974559;71,70%
2024;1;9;7;0;16,79;95,68;3,29;3,66;3,908929907;1,217437228;27,11198036;0;27,11198036;0,493238487;71,68%
2024;1;9;8;104,32;16,89;93,45;2,99;3,34;3,567165544;1,21701748;13,35920602;381,2896;394,648806;7,180705141;71,69%
2024;1;9;9;289,67;17,47;88,04;2,81;2,91;3,10791968;1,214588638;1,106621904;1058,74385;1059,850472;19,29976949;71,75%
2024;1;9;10;463,2;18,26;81,17;2,61;2,73;2,915677226;1,21129594;0;1692,996;1692,996;30,86323114;71,83%
2024;1;9;11;593,28;19,01;76,24;2,71;2,85;3,043838862;1,208186439;0,284998083;2168,4384;2168,723398;39,57700027;71,90%
2024;1;9;12;648,05;19,6;72,93;2,76;2,91;3,10791968;1,205751494;1,098570308;2368,62275;2369,72132;43,28049396;71,96%
2024;1;9;13;669,3;20,13;71,61;2,89;3,18;3,396283362;1,203572525;7,716139951;2446,2915;2454,00764;44,85290664;72,01%
2024;1;9;14;592,3;20,51;71,38;3,16;3,73;3,983690862;1,202015085;30,13817472;2164,8565;2194,994675;40,13999018;72,05%
2024;1;9;15;451,83;20,56;71,48;3,63;4,35;4,645859316;1,201810459;65,21449224;1651,43865;1716,653142;31,39471036;72,06%
2024;1;9;16;268;20,36;72,36;4,13;4,85;5,179866134;1,202629382;99,47080199;979,54;1079,010802;19,72782288;72,04%
2024;1;9;17;81,45;19,83;75,97;4,59;5,38;5,745913361;1,204804935;140,8854217;297,69975;438,5851717;8,012862034;71,98%
2024;1;9;18;0;19,04;83,19;4,77;5,75;6,141078406;1,208062391;172,8329739;0;172,8329739;3,154157907;71,90%
2024;1;9;19;0;18,81;86,07;4,83;5,78;6,173118815;1,209014077;175,6224097;0;175,6224097;3,204039197;71,88%
